id,name,gender,category,country,era,role,faceShape,deskripsi_fisik,keywords_tags,eyeRatio,jaw,gonionRatio,chinRatio,noseRatio,lipRatio,browArch,foreheadRatio,smile,comment,traits,ciri_khusus,local_photo
celeb_0463,Johannes Kepler,Laki-laki,Tokoh Sejarah & Ilmuwan,Jerman 🇩🇪,Klasik (1571-1630),Perumus 3 Hukum Gerak Planet Orbit Elips,Oblong / Regal,"Dengan arsitektur wajah Oblong / Regal, Johannes Kepler mengekspresikan aura Perumus 3 Hukum Gerak Planet Orbit Elips. Visual wajah menampilkan sorot mata matematika kosmik serta alis tebal natural berkarakter maskulin dengan proporsi simetris. Keseimbangan fitur wajah terlihat dari hidung mancung tegas dengan batang hidung tinggi berwibawa dan bentuk bibir tipis proporsional dengan garis senyum tipis rileks dan proporsional. Siluet wajah dibingkai oleh wajah tirus pengamat langit dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Kerah ruffle klasik.","alis_maskulin, alis_natural, alis_tebal, asal_jerman, bibir_tipis, elips, gerak, hidung_batang_tinggi, hidung_mancung, hidung_tegas, hukum, johannes, johannes_kepler, kepler, kerah_ruffle_klasik, laki_laki, orbit, perumus, planet, pria, rambut_rapi_klasik, senyum_proporsional, senyum_tipis, sorot_mata_matematika_kosmik, tokoh_sejarah_ilmuwan, wajah_oblong_regal, wajah_tirus_pengamat_langit",0.344,0.51,0.745,0.623,0.316,0.292,0.098,0.321,0.466,Membuktikan bahwa planet bergerak dalam orbit elips mengelilingi matahari!,Wajah tirus pengamat langit; Kerah ruffle klasik; Sorot mata matematika kosmik,Kerah ruffle klasik,/assets/celebs_cache/johannes_kepler.jpg
celeb_0464,Gregor Mendel,Laki-laki,Tokoh Sejarah & Ilmuwan,Austria 🇦🇹,Modern (1822-1884),Bapak Genetika Modern (Hukum Pewarisan Sifat),Round / Soft,"Karakteristik visual Gregor Mendel (Bapak Genetika Modern (Hukum Pewarisan Sifat)) ditandai oleh geometri wajah Round / Soft. Penampilan diperkuat oleh mata bulat besar ekspresif dengan bukaan kelopak lebar yang memikat yang dipadukan dengan alis lurus mendatar (straight-brow) tegas maskulin. Di bagian tengah wajah, terdapat hidung mungil ramping proporsional dengan lekukan ujung halus natural yang selaras dengan senyum tekun bersahaja. Bagian bawah wajah menonjolkan dagu membulat halus menciptakan transisi garis pipi yang lembut, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Kacamata bulat teliti, Wajah penuh kesabaran kebun.","alis_lurus, alis_tegas, asal_austria, bapak, dagu_membulat, genetika, gregor, gregor_mendel, hidung_halus, hidung_mungil, hidung_ramping, hukum, kacamata_bulat_teliti, kelopak_lebar, kontur_lembut, laki_laki, mata_bulat, mata_ekspresif, mendel, modern, pewarisan, pipi_penuh, pria, rambut_rapi_klasik, senyum_tekun_bersahaja, sifat, tokoh_sejarah_ilmuwan, wajah_penuh_kesabaran_kebun, wajah_round_soft",0.395,0.595,0.714,0.709,0.238,0.336,0.087,0.317,0.545,Eksperimen persilangan kacang ercis yang mengungkap rahasia pewarisan sifat genetik!,Kacamata bulat teliti; Senyum tekun bersahaja; Wajah penuh kesabaran kebun,"Kacamata bulat teliti, Wajah penuh kesabaran kebun",/assets/celebs_cache/gregor_mendel.jpg
celeb_0465,Werner Heisenberg,Laki-laki,Tokoh Sejarah & Ilmuwan,Jerman 🇩🇪,Modern (1901-1976),Penemu Prinsip Ketidakpastian Kuantum (Nobel),Oval,"Menampilkan pesona autentik Werner Heisenberg (Penemu Prinsip Ketidakpastian Kuantum (Nobel)) dengan arsitektur wajah Oval yang harmonis. Fokus pandangan ditandai oleh sorot mata matriks kuantum, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan bibir proporsional simetris dengan garis senyum tipis rileks dan proporsional. Garis bawah wajah dipertegas oleh dagu persegi kokoh dengan rahang menyudut tegas maskulin, disempurnakan oleh rambut tersisir rapi dengan ciri khas Garis wajah analitis.","alis_maskulin, alis_natural, alis_tebal, asal_jerman, bibir_proporsional, dagu_persegi, garis_wajah_analitis, heisenberg, hidung_lurus_klasik, hidung_mancung, ketidakpastian, kuantum, laki_laki, nobel, penemu, pria, prinsip, rahang_kokoh, rahang_menyudut, rambut_tersisir_rapi, senyum_proporsional, senyum_tipis, sorot_mata_matriks_kuantum, tokoh_sejarah_ilmuwan, wajah_oval, werner, werner_heisenberg",0.39,0.541,0.755,0.661,0.268,0.353,0.096,0.283,0.497,Prinsip ketidakpastian yang membuktikan bahwa alam semesta di level atomik bersifat probabilistik!,Sorot mata matriks kuantum; Rambut tersisir rapi; Garis wajah analitis,Garis wajah analitis,/assets/celebs_cache/werner_heisenberg.jpg
celeb_0466,Velove Vexia,Perempuan,Artis & Sinema Indonesia,Indonesia 🇮🇩,Modern (1990-),Aktris & Model Anggun Berkarisma,Oval,"Velove Vexia (Aktris & Model Anggun Berkarisma) menampilkan profil visual berkarakter dengan struktur wajah Oval. Fokus pandangan ditandai oleh tatapan mata anggun feminin, diselaraskan oleh alis proporsional tersisir rapi dengan lekukan busur alami yang lembut. Pada area midface, tampak hidung proporsional natural seimbang selaras dengan lebar cuping ideal, berpadu serasi dengan senyum manis proporsional. Garis bawah wajah dipertegas oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus, disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis. Ciri khas yang paling menonjol pada penampilannya meliputi Bentuk wajah oval simetris.","aktris, alis_lembut, alis_natural, alis_proporsional, anggun, artis_sinema_indonesia, asal_indonesia, bentuk_wajah_oval_simetris, berkarisma, dagu_oval, hidung_natural, hidung_proporsional, model, perempuan, rahang_proporsional, rambut_anggun_natural, senyum_manis, senyum_manis_proporsional, tatapan_fokus, tatapan_mata_anggun_feminin, velove, velove_vexia, vexia, wajah_oval, wanita",0.385,0.53,0.7,0.6,0.265,0.35,0.105,0.3,0.65,Pesona anggun dengan garis wajah oval yang sangat proporsional.,Tatapan mata anggun feminin; Senyum manis proporsional; Bentuk wajah oval simetris,Bentuk wajah oval simetris,/assets/celebs_cache/velove_vexia.jpg
celeb_0467,Alexander von Humboldt,Laki-laki,Tokoh Sejarah & Ilmuwan,Jerman 🇩🇪,Modern (1769-1859),Bapak Biogeografi & Penjelajah Kosmos,Square / Angular,"Merepresentasikan figur Bapak Biogeografi & Penjelajah Kosmos, Alexander von Humboldt memiliki proporsi wajah Square / Angular yang harmonis. Karakteristik utamanya terpancar dari sorot mata penjelajah gunung berpadu dengan dahi intelektual luas, menyatu dengan garis dahi. Struktur hidung terlihat hidung mancung lurus klasik dengan garis tulang hidung tegas, berdampingan dengan bibir tipis proporsional dengan senyuman simpul hangat bersahaja yang bersahabat. Kontur rahang diperkuat oleh garis rahang tangguh alam liar dan disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik, mencerminkan identitas visual yang khas (Proporsi simetri wajah yang seimbang).","alexander, alexander_von_humboldt, asal_jerman, bapak, bibir_tipis, biogeografi, dahi_intelektual_luas, garis_rahang_tangguh_alam_liar, hidung_lurus_klasik, hidung_mancung, humboldt, kosmos, laki_laki, penjelajah, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, senyum_hangat, senyum_simpul, sorot_mata_penjelajah_gunung, tokoh_sejarah_ilmuwan, von, wajah_square_angular",0.384,0.653,0.83,0.714,0.279,0.298,0.085,0.304,0.58,Menghubungkan seluruh sistem alam hayati dalam satu kesatuan ekosistem terpadu!,Sorot mata penjelajah gunung; Garis rahang tangguh alam liar; Dahi intelektual luas,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/alexander_von_humboldt.jpg
celeb_0468,Carl Friedrich Gauss,Laki-laki,Tokoh Sejarah & Ilmuwan,Jerman 🇩🇪,Klasik (1777-1855),Pangeran Matematikawan (Princeps Mathematicorum),Round / Soft,"Dengan arsitektur wajah Round / Soft, Carl Friedrich Gauss mengekspresikan aura Pangeran Matematikawan (Princeps Mathematicorum). Visual wajah menampilkan sorot mata kalkulasi cepat serta alis lurus mendatar (straight-brow) tegas maskulin. Keseimbangan fitur wajah terlihat dari hidung mancung lurus klasik dengan garis tulang hidung tegas dan bentuk garis bibir perfeksionis. Siluet wajah dibingkai oleh dagu persegi kokoh dengan rahang menyudut tegas maskulin dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Topi beludru sarjana.","alis_lurus, alis_tegas, asal_jerman, carl, carl_friedrich_gauss, dagu_persegi, friedrich, garis_bibir_perfeksionis, gauss, hidung_lurus_klasik, hidung_mancung, laki_laki, matematikawan, mathematicorum, pangeran, pria, princeps, rahang_kokoh, rahang_menyudut, rambut_rapi_klasik, sorot_mata_kalkulasi_cepat, tokoh_sejarah_ilmuwan, topi_beludru_sarjana, wajah_round_soft",0.378,0.569,0.768,0.706,0.258,0.321,0.086,0.315,0.422,"Kontribusi abadi pada teori bilangan, kurva distribusi normal Gaussian, dan magnetisme!",Topi beludru sarjana; Sorot mata kalkulasi cepat; Garis bibir perfeksionis,Topi beludru sarjana,/assets/celebs_cache/carl_friedrich_gauss.jpg
celeb_0469,Leonhard Euler,Laki-laki,Tokoh Sejarah & Ilmuwan,Swiss 🇨🇭,Klasik (1707-1783),Matematikawan Paling Produktif Sepanjang Masa,Oval,"Karakteristik visual Leonhard Euler (Matematikawan Paling Produktif Sepanjang Masa) ditandai oleh geometri wajah Oval. Penampilan diperkuat oleh mata kanan tertutup bijak yang dipadukan dengan dahi luas tanpa batas, menyatu dengan garis dahi. Di bagian tengah wajah, terdapat hidung proporsional natural seimbang selaras dengan lebar cuping ideal yang selaras dengan senyum tenang kalkulasi. Bagian bawah wajah menonjolkan dagu oval proporsional menyatu dengan lekukan rahang yang mulus, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Proporsi simetri wajah yang seimbang.","asal_swiss, dagu_oval, dahi_luas_tanpa_batas, euler, hidung_natural, hidung_proporsional, laki_laki, leonhard, leonhard_euler, masa, mata_kanan_tertutup_bijak, matematikawan, paling, pria, produktif, proporsi_simetri_wajah_yang_seimbang, rahang_proporsional, rambut_rapi_klasik, senyum_tenang_kalkulasi, sepanjang, tokoh_sejarah_ilmuwan, wajah_oval",0.377,0.572,0.716,0.649,0.264,0.343,0.091,0.31,0.454,Rumus identitas Euler paling indah dalam matematika: e^(i*pi) + 1 = 0!,Mata kanan tertutup bijak; Senyum tenang kalkulasi; Dahi luas tanpa batas,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/leonhard_euler.jpg
celeb_0470,James Watt,Laki-laki,Tokoh Sejarah & Ilmuwan,Skotlandia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,Modern (1736-1819),Penyempurna Mesin Uap & Pemicu Revolusi Industri,Oblong / Regal,"Menampilkan pesona autentik James Watt (Penyempurna Mesin Uap & Pemicu Revolusi Industri) dengan arsitektur wajah Oblong / Regal yang harmonis. Fokus pandangan ditandai oleh sorot mata efisiensi uap, diselaraskan oleh dahi pemikir mekanika, menyatu dengan garis dahi. Pada area midface, tampak hidung proporsional natural seimbang selaras dengan lebar cuping ideal, berpadu serasi dengan bibir tipis proporsional dengan garis senyum tipis rileks dan proporsional. Garis bawah wajah dipertegas oleh dagu memanjang terdefinisi khas kontur wajah regal bangsawan dan pemikir, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik dengan ciri khas Wajah tekun bengkel.","asal_skotlandia, bibir_tipis, dagu_berwibawa, dagu_memanjang, dahi_pemikir_mekanika, hidung_natural, hidung_proporsional, industri, james, james_watt, kontur_regal, laki_laki, mesin, pemicu, penyempurna, pria, rambut_rapi_klasik, revolusi, senyum_proporsional, senyum_tipis, sorot_mata_efisiensi_uap, tokoh_sejarah_ilmuwan, wajah_oblong_regal, wajah_tekun_bengkel, watt",0.341,0.554,0.706,0.657,0.287,0.28,0.087,0.294,0.386,Kondensor terpisah mesin uap yang menggerakkan revolusi industri dan lokomotif dunia!,Dahi pemikir mekanika; Sorot mata efisiensi uap; Wajah tekun bengkel,Wajah tekun bengkel,/assets/celebs_cache/james_watt.jpg
celeb_0471,Thomas Edison,Laki-laki,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1847-1931),Penyihir Menlo Park & Pemegang 1.093 Paten,Square / Angular,"Thomas Edison (Penyihir Menlo Park & Pemegang 1.093 Paten) menampilkan profil visual berkarakter dengan struktur wajah Square / Angular. Fokus pandangan ditandai oleh sorot mata pantang menyerah 10.000 kali, diselaraskan oleh alis lurus mendatar (straight-brow) tegas maskulin. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan bibir proporsional simetris dengan garis senyum tipis rileks dan proporsional. Garis bawah wajah dipertegas oleh rahang kokoh industrialis, disempurnakan oleh rambut perak ikonik. Ciri khas yang paling menonjol pada penampilannya meliputi Rambut perak ikonik.","alis_lurus, alis_tegas, asal_as, bibir_proporsional, edison, hidung_lurus_klasik, hidung_mancung, laki_laki, menlo, park, paten, pemegang, penyihir, pria, rahang_kokoh_industrialis, rambut_perak_ikonik, senyum_proporsional, senyum_tipis, sorot_mata_pantang_menyerah_10000_kali, thomas, thomas_edison, tokoh_sejarah_ilmuwan, wajah_square_angular",0.371,0.657,0.807,0.745,0.266,0.327,0.074,0.328,0.498,Etos kerja 'jenius adalah 1% inspirasi dan 99% keringat' yang melahirkan bola lampu pijar!,Rambut perak ikonik; Sorot mata pantang menyerah 10.000 kali; Rahang kokoh industrialis,Rambut perak ikonik,/assets/celebs_cache/thomas_edison.jpg
celeb_0472,Alexander Graham Bell,Laki-laki,Tokoh Sejarah & Ilmuwan,Skotlandia/AS 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇸,Modern (1847-1922),Penemu Telepon Praktis & Pengajar Tunarungu,Oblong / Regal,"Merepresentasikan figur Penemu Telepon Praktis & Pengajar Tunarungu, Alexander Graham Bell memiliki proporsi wajah Oblong / Regal yang harmonis. Karakteristik utamanya terpancar dari sorot mata komunikatif hangat berpadu dengan dahi lebar bervisi, menyatu dengan garis dahi. Struktur hidung terlihat hidung mancung tegas dengan batang hidung tinggi berwibawa, berdampingan dengan bibir proporsional simetris dengan senyuman simpul hangat bersahaja yang bersahabat. Kontur rahang diperkuat oleh dagu persegi kokoh dengan rahang menyudut tegas maskulin dan disempurnakan oleh jenggot putih lebat megah, mencerminkan identitas visual yang khas (Jenggot putih lebat megah).","alexander, alexander_graham_bell, asal_skotlandia, bell, bibir_proporsional, dagu_persegi, dahi_lebar_bervisi, graham, hidung_batang_tinggi, hidung_mancung, hidung_tegas, jenggot_putih_lebat_megah, laki_laki, penemu, pengajar, praktis, pria, rahang_kokoh, rahang_menyudut, senyum_hangat, senyum_simpul, sorot_mata_komunikatif_hangat, tatapan_hangat, telepon, tokoh_sejarah_ilmuwan, tunarungu, wajah_oblong_regal",0.351,0.54,0.75,0.656,0.309,0.333,0.079,0.314,0.661,Menghubungkan suara manusia melintasi kabel jarak jauh dan mengubah komunikasi dunia!,Jenggot putih lebat megah; Sorot mata komunikatif hangat; Dahi lebar bervisi,Jenggot putih lebat megah,/assets/celebs_cache/alexander_graham_bell.jpg
celeb_0473,Guglielmo Marconi,Laki-laki,Tokoh Sejarah & Ilmuwan,Italia 🇮🇹,Modern (1874-1937),Bapak Radio & Transmisi Nirkabel Lintas Atlantik,Oval,"Dengan arsitektur wajah Oval, Guglielmo Marconi mengekspresikan aura Bapak Radio & Transmisi Nirkabel Lintas Atlantik. Visual wajah menampilkan sorot mata gelombang udara serta alis tebal natural berkarakter maskulin dengan proporsi simetris. Keseimbangan fitur wajah terlihat dari hidung proporsional natural seimbang selaras dengan lebar cuping ideal dan bentuk senyum percaya diri perintis. Siluet wajah dibingkai oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus dengan tatanan kumis rapi italia bangsawan, memberikan kesan autentik didukung oleh Kumis rapi Italia bangsawan.","alis_maskulin, alis_natural, alis_tebal, asal_italia, atlantik, bapak, dagu_oval, guglielmo, guglielmo_marconi, hidung_natural, hidung_proporsional, kumis_rapi_italia_bangsawan, laki_laki, lintas, marconi, nirkabel, pria, radio, rahang_proporsional, senyum_percaya_diri_perintis, sorot_mata_gelombang_udara, tokoh_sejarah_ilmuwan, transmisi, wajah_oval",0.394,0.559,0.741,0.605,0.264,0.344,0.093,0.3,0.528,Mengirimkan sinyal radio nirkabel melintasi samudra Atlantik untuk pertama kalinya!,Kumis rapi Italia bangsawan; Sorot mata gelombang udara; Senyum percaya diri perintis,Kumis rapi Italia bangsawan,/assets/celebs_cache/guglielmo_marconi.jpg
celeb_0474,Robert Hooke,Laki-laki,Tokoh Sejarah & Ilmuwan,Inggris 🇬🇧,Klasik (1635-1703),Penemu Sel Biologi & Hukum Elastisitas Pegas,Diamond / Chiseled,"Karakteristik visual Robert Hooke (Penemu Sel Biologi & Hukum Elastisitas Pegas) ditandai oleh geometri wajah Diamond / Chiseled. Penampilan diperkuat oleh mata fokus lensa mikroskop yang dipadukan dengan alis melengkung tinggi (high-arch) anggun dan presisi. Di bagian tengah wajah, terdapat hidung mancung lurus klasik dengan garis tulang hidung tegas yang selaras dengan bibir proporsional simetris dengan garis senyum tipis rileks dan proporsional. Bagian bawah wajah menonjolkan wajah tirus eksperimentalis, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Aura polimatik Inggris.","alis_high_arch, alis_melengkung, asal_inggris, aura_polimatik_inggris, bibir_proporsional, biologi, elastisitas, hidung_lurus_klasik, hidung_mancung, hooke, hukum, laki_laki, mata_fokus_lensa_mikroskop, pegas, penemu, pria, rambut_rapi_klasik, robert, robert_hooke, senyum_proporsional, senyum_tipis, tokoh_sejarah_ilmuwan, wajah_diamond_chiseled, wajah_tirus_eksperimentalis",0.381,0.63,0.735,0.571,0.255,0.351,0.119,0.292,0.412,Melihat struktur sel hidup pertama di bawah mikroskop dan hukum gaya pegas elastis!,Mata fokus lensa mikroskop; Wajah tirus eksperimentalis; Aura polimatik Inggris,Aura polimatik Inggris,/assets/celebs_cache/robert_hooke.jpg
celeb_0475,Vera Rubin,Perempuan,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1928-2016),Penemu Bukti Materi Gelap (Dark Matter) Galaksi,Oval,"Menampilkan pesona autentik Vera Rubin (Penemu Bukti Materi Gelap (Dark Matter) Galaksi) dengan arsitektur wajah Oval yang harmonis. Fokus pandangan ditandai oleh sorot mata pengamatan rotasi galaksi, diselaraskan oleh alis melengkung tinggi (high-arch) anggun dan presisi. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan senyum hangat astronomi. Garis bawah wajah dipertegas oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus, disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis dengan ciri khas Kacamata bersahaja.","alis_high_arch, alis_melengkung, asal_as, bukti, dagu_oval, dark, galaksi, gelap, hidung_lurus_klasik, hidung_mancung, kacamata_bersahaja, materi, matter, penemu, perempuan, rahang_proporsional, rambut_anggun_natural, rubin, senyum_hangat, senyum_hangat_astronomi, sorot_mata_pengamatan_rotasi_galaksi, tokoh_sejarah_ilmuwan, vera, vera_rubin, wajah_oval, wanita",0.381,0.524,0.67,0.63,0.27,0.379,0.122,0.333,0.681,Observasi kurva rotasi galaksi yang membuktikan keberadaan materi gelap di alam semesta!,Senyum hangat astronomi; Sorot mata pengamatan rotasi galaksi; Kacamata bersahaja,Kacamata bersahaja,/assets/celebs_cache/vera_rubin.jpg
celeb_0476,Cecilia Payne-Gaposchkin,Perempuan,Tokoh Sejarah & Ilmuwan,Inggris/AS 🇬🇧🇺🇸,Modern (1900-1979),Penemu Komposisi Hidrogen & Helium Matahari,Oval,"Cecilia Payne-Gaposchkin (Penemu Komposisi Hidrogen & Helium Matahari) menampilkan profil visual berkarakter dengan struktur wajah Oval. Fokus pandangan ditandai oleh tatapan spektroskopi bintang, diselaraskan oleh alis melengkung tinggi (high-arch) anggun dan presisi. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan senyum gigih perintis. Garis bawah wajah dipertegas oleh garis rahang terpelajar, disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis. Ciri khas yang paling menonjol pada penampilannya meliputi Tatapan spektroskopi bintang.","alis_high_arch, alis_melengkung, asal_inggris, cecilia, cecilia_payne_gaposchkin, gaposchkin, garis_rahang_terpelajar, helium, hidrogen, hidung_lurus_klasik, hidung_mancung, komposisi, matahari, payne, penemu, perempuan, rambut_anggun_natural, senyum_gigih_perintis, tatapan_fokus, tatapan_spektroskopi_bintang, tokoh_sejarah_ilmuwan, wajah_oval, wanita",0.375,0.502,0.698,0.573,0.274,0.369,0.119,0.314,0.706,Membuktikan bahwa hidrogen adalah unsur paling melimpah yang menyusun bintang-bintang!,Tatapan spektroskopi bintang; Senyum gigih perintis; Garis rahang terpelajar,Tatapan spektroskopi bintang,/assets/celebs_cache/cecilia_payne_gaposchkin.jpg
celeb_0477,Emmy Noether,Perempuan,Tokoh Sejarah & Ilmuwan,Jerman 🇩🇪,Modern (1882-1935),Ibu Aljabar Abstrak & Penemu Teorema Noether,Round / Soft,"Merepresentasikan figur Ibu Aljabar Abstrak & Penemu Teorema Noether, Emmy Noether memiliki proporsi wajah Round / Soft yang harmonis. Karakteristik utamanya terpancar dari sorot mata simetri hukum fisika berpadu dengan alis melengkung tinggi (high-arch) anggun dan presisi. Struktur hidung terlihat hidung mungil ramping proporsional dengan lekukan ujung halus natural, berdampingan dengan senyum rendah hati. Kontur rahang diperkuat oleh dagu membulat halus menciptakan transisi garis pipi yang lembut dan disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis, mencerminkan identitas visual yang khas (Wajah ramah penuh logika matematika).","abstrak, alis_high_arch, alis_melengkung, aljabar, asal_jerman, dagu_membulat, emmy, emmy_noether, hidung_halus, hidung_mungil, hidung_ramping, kontur_lembut, noether, penemu, perempuan, pipi_penuh, rambut_anggun_natural, senyum_rendah_hati, sorot_mata_simetri_hukum_fisika, teorema, tokoh_sejarah_ilmuwan, wajah_ramah_penuh_logika_matematika, wajah_round_soft, wanita",0.373,0.511,0.671,0.628,0.242,0.386,0.119,0.296,0.591,Teorema simetri dan hukum kekekalan yang menjadi fondasi seluruh fisika teoretis modern!,Wajah ramah penuh logika matematika; Sorot mata simetri hukum fisika; Senyum rendah hati,Wajah ramah penuh logika matematika,/assets/celebs_cache/emmy_noether.jpg
celeb_0478,Hedy Lamarr,Perempuan,Tokoh Sejarah & Ilmuwan,Austria/AS 🇦🇹🇺🇸,Modern (1914-2000),Aktris Glamor & Penemu Frekuensi Melompat (Cikal Bakal Wi-Fi / Bluetooth),Heart / V-Shape,"Dengan arsitektur wajah Heart / V-Shape, Hedy Lamarr mengekspresikan aura Aktris Glamor & Penemu Frekuensi Melompat (Cikal Bakal Wi-Fi / Bluetooth). Visual wajah menampilkan mata hijau berbinar teknologi serta alis proporsional tersisir rapi dengan lekukan busur alami yang lembut. Keseimbangan fitur wajah terlihat dari hidung mungil ramping proporsional dengan lekukan ujung halus natural dan bentuk bibir penuh bervolume sehat dengan senyuman lebar terbuka ceria yang memancarkan aura positif bersahabat. Siluet wajah dibingkai oleh garis rahang v-line sempurna dengan tatanan gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis, memberikan kesan autentik didukung oleh Kecantikan dewi Hollywood klasik.","aktris, alis_lembut, alis_natural, alis_proporsional, asal_austria, bakal, bibir_penuh, bluetooth, cikal, frekuensi, garis_rahang_v_line_sempurna, glamor, hedy, hedy_lamarr, hidung_halus, hidung_mungil, hidung_ramping, kecantikan_dewi_hollywood_klasik, lamarr, mata_hijau_berbinar_teknologi, melompat, penemu, perempuan, rambut_anggun_natural, senyum_ceria, senyum_lebar, tokoh_sejarah_ilmuwan, wajah_heart_v_shape, wanita, wi_fi",0.419,0.467,0.612,0.533,0.252,0.39,0.111,0.324,0.776,Membuktikan bahwa kecantikan dewi dan kejeniusan teknologi frekuensi nirkabel bisa menyatu!,Kecantikan dewi Hollywood klasik; Mata hijau berbinar teknologi; Garis rahang V-line sempurna,Kecantikan dewi Hollywood klasik,/assets/celebs_cache/hedy_lamarr.jpg
celeb_0479,Mae Jemison,Perempuan,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1956-sekarang),Astronot Wanita Kulit Hitam Pertama NASA & Dokter,Oval,"Karakteristik visual Mae Jemison (Astronot Wanita Kulit Hitam Pertama NASA & Dokter) ditandai oleh geometri wajah Oval. Penampilan diperkuat oleh sorot mata penuh inspirasi luar angkasa yang dipadukan dengan alis melengkung tinggi (high-arch) anggun dan presisi. Di bagian tengah wajah, terdapat hidung mancung lurus klasik dengan garis tulang hidung tegas yang selaras dengan senyum percaya diri astronot. Bagian bawah wajah menonjolkan garis rahang ramah, dilengkapi oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis, serta diperkaya oleh sentuhan Proporsi simetri wajah yang seimbang.","alis_high_arch, alis_melengkung, asal_as, astronot, dokter, garis_rahang_ramah, hidung_lurus_klasik, hidung_mancung, hitam, jemison, kulit, mae, mae_jemison, nasa, perempuan, pertama, proporsi_simetri_wajah_yang_seimbang, rambut_anggun_natural, senyum_percaya_diri_astronot, sorot_mata_penuh_inspirasi_luar_angkasa, tokoh_sejarah_ilmuwan, wajah_oval, wanita",0.375,0.541,0.702,0.567,0.253,0.349,0.126,0.313,0.774,"Membawa tarian, seni, dan sains medis ke dalam misi pesawat ulang-alik Endeavour!",Senyum percaya diri astronot; Sorot mata penuh inspirasi luar angkasa; Garis rahang ramah,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/mae_jemison.jpg
celeb_0480,Sally Ride,Perempuan,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1951-2012),Astronot Wanita Pertama AS di Luar Angkasa & Fisikawan,Heart / V-Shape,"Menampilkan pesona autentik Sally Ride (Astronot Wanita Pertama AS di Luar Angkasa & Fisikawan) dengan arsitektur wajah Heart / V-Shape yang harmonis. Fokus pandangan ditandai oleh sorot mata tenang di orbit, diselaraskan oleh alis melengkung tinggi (high-arch) anggun dan presisi. Pada area midface, tampak hidung mungil ramping proporsional dengan lekukan ujung halus natural, berpadu serasi dengan senyum hangat penerbang. Garis bawah wajah dipertegas oleh dagu tirus v-shape ramping terpahat harmonis, disempurnakan oleh rambut ikal pendek dinamis dengan ciri khas Rambut ikal pendek dinamis.","alis_high_arch, alis_melengkung, angkasa, asal_as, astronot, dagu_ramping, dagu_tirus, fisikawan, hidung_halus, hidung_mungil, hidung_ramping, luar, perempuan, pertama, rambut_ikal_pendek_dinamis, ride, sally, sally_ride, senyum_hangat, senyum_hangat_penerbang, sorot_mata_tenang_di_orbit, tokoh_sejarah_ilmuwan, v_shape, wajah_heart_v_shape, wanita",0.39,0.439,0.636,0.487,0.245,0.427,0.137,0.299,0.76,Membuka jalan bagi partisipasi wanita dalam eksplorasi antariksa internasional!,Senyum hangat penerbang; Sorot mata tenang di orbit; Rambut ikal pendek dinamis,Rambut ikal pendek dinamis,/assets/celebs_cache/sally_ride.jpg
